TypeName,Inches,ScreenResolution,Cpu,Ram,OpSys,Weight,Price_euros,TouchScreen,HDD,SSD,SSHD,FStorage
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.05,685.0,No,500,0,0,0
Notebook,14.0,1920x1080,Intel Atom,4,Windows 10,1.4,249.0,No,0,32,0,0
Ultrabook,14.0,1920x1080,Intel i7,16,Windows 10,1.24,1865.0,Yes,0,512,0,0
Gaming,17.3,1920x1080,Intel i7,32,Windows 10,4.6,2663.0,No,1000,256,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,4.14,2729.0,No,1000,512,0,0
Notebook,15.6,1920x1080,Intel i7,8,Linux,2.2,749.01,No,0,256,0,0
Notebook,14.0,1920x1080,Intel Celeron,4,Windows 10,1.45,389.0,No,0,32,0,0
Notebook,15.6,1366x768,Intel i5,8,Windows 10,1.9,1008.52,No,500,0,0,0
Notebook,13.3,1920x1080,Intel i3,4,Windows 10,1.49,719.0,No,0,128,0,0
Notebook,15.6,1920x1080,Intel i7,16,Windows 10,1.93,1537.39,No,0,256,0,0
Netbook,11.6,1366x768,Intel Celeron,4,Chrome OS,1.26,295.0,No,0,0,0,16
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,4.5,2349.0,No,1000,128,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,3.78,1498.0,No,1000,256,0,0
Ultrabook,14.0,1920x1080,Intel i7,12,Windows 10,1.4,1673.0,No,0,256,0,0
Notebook,15.6,1366x768,Intel i7,12,Windows 10,2.2,609.0,Yes,1000,0,0,0
Gaming,17.3,1920x1080,Intel i5,8,Windows 10,2.73,1770.0,No,1000,128,0,0
2 in 1 Convertible,15.6,1366x768,Intel i5,8,Windows 10,2.2,739.0,Yes,1000,0,0,0
Notebook,15.6,1920x1080,AMD A12,12,Windows 10,2.2,949.0,No,0,512,0,0
2 in 1 Convertible,11.6,1366x768,Intel M ,4,Windows 10,1.39,603.0,Yes,0,128,0,0
Notebook,15.6,1920x1080,Intel i7,16,Windows 10,2.5,1699.0,No,1000,128,0,0
Notebook,17.3,1920x1080,Intel i3,4,No OS,2.8,529.0,No,500,0,0,0
Notebook,15.6,1366x768,Intel i3,8,Windows 10,2.29,459.0,No,1000,0,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i7,8,Windows 10,1.37,2025.0,Yes,0,512,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.7,1474.0,No,0,256,0,0
2 in 1 Convertible,12.5,1920x1080,Intel i5,8,Windows 10,1.34,1670.0,Yes,0,256,0,0
Workstation,15.6,1920x1080,Intel i7,8,Windows 10,2.06,1763.0,Yes,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,1.84,1219.0,No,0,256,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.1,668.48,No,500,0,0,0
Notebook,14.0,1920x1080,Intel Celeron,4,Windows 10,1.6,329.0,No,0,0,0,32
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,4.14,2199.0,No,1000,128,0,0
Notebook,15.6,1366x768,Intel i3,4,Linux,2.18,465.0,No,1000,0,0,0
Gaming,15.6,3840x2160,Intel i7,16,Windows 10,1.8,2299.0,No,2000,256,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.2,1399.0,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,6,Windows 10,2.4,564.0,No,1000,0,0,0
2 in 1 Convertible,15.6,1920x1080,Intel i7,8,Windows 10,2,1299.0,Yes,0,256,0,0
Notebook,14.0,1366x768,Intel Pentium,4,Windows 10,1.6,349.0,No,0,0,0,128
Notebook,15.6,3840x2160,Intel Xeon,32,Windows 10,2.5,4899.0,No,0,1000,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.59,879.01,No,1000,0,0,0
Notebook,15.6,1366x768,Intel i3,4,Linux,2.18,443.9,No,1000,0,0,0
Notebook,15.6,1366x768,Intel i3,4,Linux,2.25,359.0,No,1000,0,0,0
Notebook,15.6,1366x768,Intel i5,4,Linux,1.93,869.0,No,500,0,0,0
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,3,1168.0,No,1000,128,0,0
Notebook,15.6,1920x1080,Intel i5,4,Linux,2.18,569.0,No,0,128,0,0
Ultrabook,15.6,1920x1080,Intel i7,8,Windows 10,1.84,1389.0,No,0,512,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.94,2267.86,No,1000,256,0,0
2 in 1 Convertible,11.6,1366x768,Intel Celeron,4,Chrome OS,1.25,379.0,Yes,0,0,0,32
Notebook,14.0,1366x768,Intel i5,8,Windows 10,2.31,1124.0,No,0,256,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 7,1.65,1465.0,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.2,776.0,No,1000,0,0,0
Notebook,15.6,1366x768,Intel i5,8,Windows 10,2.2,799.0,No,0,256,0,0
Notebook,15.6,1366x768,Intel i5,4,Windows 7,1.88,932.0,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.2,899.0,No,1000,0,0,0
Notebook,14.0,1920x1080,Intel Atom,2,Windows 10,1.4,239.0,No,0,0,0,32
Notebook,15.6,1920x1080,Intel i5,4,No OS,2.2,468.0,No,0,128,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i5,6,Windows 10,1.5,639.01,Yes,1000,0,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2,1820.0,No,0,256,0,0
Ultrabook,14.0,1920x1080,Intel i7,16,Windows 10,1.1,1900.0,No,0,512,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.62,1479.0,No,1000,256,0,0
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,1.8,829.0,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i3,4,Windows 10,2.2,579.0,No,1000,0,0,0
Notebook,15.6,1366x768,Intel Celeron,8,Windows 10,2,399.0,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.99,906.62,No,1000,0,0,0
Ultrabook,13.3,3200x1800,Intel i5,8,Windows 10,1.23,1869.0,Yes,0,256,0,0
Notebook,14.0,1366x768,Intel Celeron,2,Windows 10,1.42,249.0,No,0,0,0,32
2 in 1 Convertible,13.3,1920x1080,Intel i7,8,Windows 10,1.37,1757.42,Yes,0,256,0,0
Notebook,15.6,3840x2160,Intel i7,16,Windows 10,2.06,2399.0,Yes,0,1000,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.5,1109.0,No,1000,128,0,0
Notebook,17.0,1600x900,AMD A9,8,Windows 10,2.6,520.9,No,1000,0,0,0
Ultrabook,14.0,1920x1080,Intel i7,16,Windows 10,1.14,2450.0,No,0,512,0,0
Gaming,15.6,1920x1080,Intel i7,8,No OS,2.5,1169.0,No,1000,0,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.4,450.0,No,500,0,0,0
Notebook,14.0,1366x768,Intel Celeron,4,Windows 10,1.43,274.0,No,0,0,0,32
Ultrabook,14.0,1920x1080,Intel i5,8,Windows 10,1.8,919.0,No,0,256,0,0
Gaming,14.0,1920x1080,Intel i7,16,Windows 10,1.95,2599.0,No,0,256,0,0
Notebook,13.3,1920x1080,Intel i5,8,Windows 10,1.2,1213.0,No,0,256,0,0
Ultrabook,12.5,1920x1080,Intel i7,8,Windows 10,1.36,1584.0,No,0,256,0,0
Gaming,17.3,1920x1080,Intel i7,32,Windows 10,3.8,2799.0,No,0,512,0,0
Gaming,15.6,1920x1080,Intel i5,8,Linux,2.4,709.0,No,1000,0,0,0
Ultrabook,13.3,1920x1080,Intel i5,8,Windows 10,1.2,1449.9,No,0,256,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.2,1191.8,No,1000,128,0,0
Notebook,15.6,1366x768,Intel i3,4,No OS,1.86,364.9,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.0,1064.0,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.2,919.0,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,16,Windows 10,2.2,1135.0,No,2000,256,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,3.31,1196.0,No,1000,128,0,0
Gaming,17.3,3840x2160,Intel i7,32,Windows 10,4.42,3147.37,No,1000,512,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.56,1229.0,No,0,256,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Windows 10,2.2,419.0,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.2,535.0,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i3,6,Windows 10,2.04,539.0,No,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,2.7,1486.77,No,1000,128,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.1,498.0,No,0,128,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.06,955.0,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.1,745.0,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.0,1258.0,No,0,256,0,0
Notebook,15.6,1366x768,Intel i3,4,Linux,2.1,412.0,No,0,128,0,0
Ultrabook,13.5,2256x1504,Intel i7,8,Windows 10 S,1.25,1867.85,Yes,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.90,817.95,No,1000,128,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i5,8,Windows 10,1.3,1034.0,Yes,0,256,0,0
Notebook,15.6,1366x768,AMD E,4,Windows 10,2.2,349.0,No,0,128,0,0
2 in 1 Convertible,14.0,1920x1080,Intel i3,4,Windows 10,1.63,699.0,Yes,0,128,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.4,1294.0,No,1000,256,0,0
Ultrabook,14.0,1920x1080,Intel i5,8,Windows 10,1.1,1135.0,No,0,256,0,0
2 in 1 Convertible,11.6,1366x768,Intel Celeron,8,Chrome OS,1.4,495.0,Yes,0,0,0,64
Ultrabook,15.6,1920x1080,Intel i7,8,Windows 10,1.09,2299.0,No,0,512,0,0
Gaming,15.6,1920x1080,Intel i5,16,Windows 10,2.5,1299.0,No,0,256,0,0
Gaming,15.6,1920x1080,Intel i5,8,Windows 10,2.2,997.9,No,0,256,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Windows 10,1.86,419.0,No,0,128,0,0
Gaming,15.6,1920x1080,Intel i5,16,Windows 10,3.21,2051.0,No,1000,128,0,0
Notebook,17.3,1920x1080,Intel i3,4,Windows 10,2.5,699.0,No,0,256,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i7,8,Windows 10,1.19,1499.0,Yes,0,512,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,3.49,2813.75,No,1000,256,0,0
Notebook,15.6,1366x768,Intel i5,4,Windows 10,1.86,612.61,No,500,0,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.2,545.67,No,1000,0,0,0
Notebook,17.3,1920x1080,AMD A10,6,Windows 10,2.65,569.0,No,2000,0,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Windows 10,2.1,318.0,No,500,0,0,0
Notebook,14.0,1366x768,Intel Celeron,4,Chrome OS,1.45,375.0,No,0,0,0,32
Notebook,14.0,1920x1080,Intel i5,4,Windows 10,1.7,699.0,No,0,256,0,0
Workstation,17.3,1920x1080,Intel i7,8,Windows 10,3.14,1907.99,No,500,0,0,0
2 in 1 Convertible,14.0,2560x1440,Intel i7,8,Windows 10,1.42,2590.0,Yes,0,256,0,0
Notebook,13.3,1920x1080,Intel i5,8,Windows 10,1.5,973.0,No,0,256,0,0
Netbook,11.6,1366x768,Intel Celeron,4,Windows 10,1.4,269.0,No,0,0,0,32
2 in 1 Convertible,14.0,1920x1080,Intel i7,16,Windows 10,1.38,1749.0,Yes,0,512,0,0
2 in 1 Convertible,12.5,1920x1080,Intel M ,4,Chrome OS,1.2,669.0,Yes,0,0,0,64
Ultrabook,13.3,1920x1080,Intel i7,16,Windows 10,1.36,1877.0,Yes,0,512,0,0
Notebook,15.6,1920x1080,Intel i7,4,Windows 10,2.1,689.0,No,500,0,0,0
Gaming,15.6,1920x1080,Intel i5,8,Windows 10,2.56,819.0,No,1000,0,0,0
Notebook,15.6,1920x1080,AMD A9,4,Windows 10,2.2,399.0,No,0,256,0,0
Notebook,15.6,1366x768,AMD A12,8,Windows 10,2.2,429.0,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.1,621.45,No,1000,0,0,0
Notebook,15.6,1366x768,Intel i3,4,No OS,1.90,450.0,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.18,795.0,No,0,256,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i5,8,Windows 10,1.6,999.0,Yes,0,256,0,0
Workstation,15.6,1920x1080,Intel i7,16,Windows 7,2.18,1855.0,No,0,512,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.8,1191.0,No,0,256,0,0
Notebook,17.3,1920x1080,AMD A10,6,Windows 10,2.71,655.01,No,2000,0,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.5,1249.0,No,1000,128,0,0
Notebook,14.0,1920x1080,Intel i5,8,Linux,1.64,1089.0,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,8,Linux,1.98,726.0,No,1000,0,0,0
Notebook,14.0,1920x1080,Intel Celeron,4,Windows 10,1.5,298.0,No,0,0,0,32
Notebook,15.6,1920x1080,Intel i5,16,Windows 10,1.93,1426.66,No,0,512,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.87,857.07,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.9,1179.0,No,0,256,0,0
Notebook,15.6,1366x768,AMD A6,4,Windows 10,2.19,298.0,No,500,0,0,0
Notebook,14.0,1920x1200,Intel Atom,4,Windows 10,1.4,265.0,No,32,0,0,0
Notebook,17.3,1920x1080,Intel i7,8,Windows 10,2.63,1200.0,No,0,256,0,0
Ultrabook,14.0,2560x1440,Intel i7,8,Windows 10,1.17,1686.64,No,0,512,0,0
2 in 1 Convertible,13.3,1366x768,Intel i5,8,Windows 10,1.58,836.6,Yes,0,256,0,0
Ultrabook,14.0,1920x1080,Intel i5,8,Windows 10,1.32,1499.0,No,0,256,0,0
Gaming,17.3,3840x2160,Intel i7,32,Windows 10,4.36,3659.4,No,1000,1000,0,0
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,2.7,1348.48,No,1000,128,0,0
Notebook,15.6,1366x768,Intel i5,4,No OS,1.9,489.9,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.2,719.0,No,1000,128,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i3,4,Windows 10,1.71,649.0,Yes,1000,0,0,0
Notebook,15.6,1366x768,Intel i5,8,Linux,2.32,589.52,No,1000,0,0,0
Notebook,15.6,1920x1080,AMD A9,4,Windows 10,2.1,489.0,No,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,4.2,1935.0,No,1000,128,0,0
Notebook,15.6,1366x768,Intel i5,12,Windows 10,2.25,649.0,No,1000,0,0,0
Notebook,15.6,1920x1080,AMD A9,6,Windows 10,2.1,650.0,No,1000,128,0,0
Notebook,15.6,1366x768,Intel i5,4,Windows 10,2.4,559.0,No,500,0,0,0
Notebook,13.3,1920x1080,Intel i5,8,Windows 10,1.44,960.0,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,4,Windows 10,1.85,779.0,No,1000,0,0,0
Workstation,15.6,1920x1080,Intel i7,16,Windows 10,2.6,2419.0,No,0,256,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i5,8,Windows 10,1.55,659.0,Yes,1000,0,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,1.8,2094.48,No,1000,256,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.4,410.8,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.0,1207.0,No,1000,128,0,0
Notebook,15.6,1366x768,Intel i3,8,Windows 10,2,665.0,No,0,256,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.25,1535.0,Yes,0,256,0,0
2 in 1 Convertible,14.0,1920x1080,Intel i5,8,Windows 10,1.7,999.0,Yes,0,256,0,0
Workstation,15.6,3840x2160,Intel i7,16,Windows 10,2.5,3299.0,No,0,1000,0,0
Notebook,14.0,1366x768,Intel Celeron,2,Chrome OS,1.68,330.0,No,0,0,0,32
Ultrabook,13.3,1920x1080,Intel i7,16,Windows 10,0.81,1649.0,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i3,8,Windows 10,1.86,539.0,No,0,256,0,0
Notebook,14.0,1366x768,Intel i5,8,Windows 10,1.6,1126.71,No,0,256,0,0
Workstation,17.3,1920x1080,Intel Xeon,16,Windows 7,3,4389.0,No,0,256,0,0
Netbook,11.6,1366x768,Intel Celeron,4,Windows 10,1.4,475.0,Yes,0,128,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.84,1900.0,No,0,256,0,0
Notebook,15.6,1366x768,Intel i5,4,No OS,2.45,579.0,No,1000,0,0,0
Ultrabook,14.0,1920x1080,Intel i5,4,Windows 10,1.7,1096.0,No,0,180,0,0
Notebook,15.6,1366x768,Intel i7,4,Windows 10,2.37,849.9,No,0,256,0,0
2 in 1 Convertible,13.3,3200x1800,Intel i5,8,Windows 10,1.3,1199.0,Yes,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.2,1099.0,No,1000,128,0,0
Workstation,15.6,1920x1080,Intel i7,8,Windows 7,2.59,1561.0,No,0,256,0,0
Gaming,15.6,3840x2160,Intel i7,16,Windows 10,4.42,2868.99,No,1000,256,0,0
Notebook,15.6,1366x768,Intel i5,4,Windows 10,2.1,599.0,No,0,256,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.5,1048.0,No,1000,128,0,0
Ultrabook,12.5,1920x1080,Intel i7,16,Windows 10,1.18,1859.0,No,0,256,0,0
Ultrabook,12.3,2400x1600,Intel i5,8,Chrome OS,1.1,1559.0,Yes,0,256,0,0
Ultrabook,13.3,3200x1800,Intel i5,8,Windows 10,1.2,1129.0,No,0,256,0,0
Notebook,13.3,1366x768,Intel i3,4,Windows 10,1.65,849.0,No,500,0,0,0
Notebook,13.3,1366x768,Intel i5,4,Windows 10,1.6,655.0,No,0,128,0,0
Notebook,17.3,1366x768,Intel Pentium,4,Windows 10,2.8,470.34,No,1000,0,0,0
Gaming,15.6,3840x2160,Intel i7,16,Windows 10,2.72,1099.0,Yes,1000,128,0,0
Ultrabook,13.3,1920x1080,Intel i7,8,Windows 10,1.31,1599.0,Yes,0,256,0,0
Notebook,15.6,1366x768,Intel Pentium,4,Linux,2.1,298.0,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i7,16,Windows 10,2.3,1181.27,No,0,256,0,0
2 in 1 Convertible,15.0,1920x1080,Intel i7,16,Windows 10,1.71,1799.0,Yes,0,256,0,0
Notebook,14.0,1366x768,Intel i5,4,Windows 10,1.75,1020.0,No,0,128,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.62,1099.0,No,1000,0,0,0
Ultrabook,12.5,1366x768,Intel i5,4,Windows 10,1.26,1244.0,No,0,256,0,0
2 in 1 Convertible,15.6,1920x1080,Intel i7,12,Windows 10,2.3,839.0,Yes,2000,0,0,0
Notebook,15.6,3840x2160,Intel i7,16,Windows 7,2.5,2370.0,No,0,512,0,0
Notebook,14.0,1920x1080,Intel i3,4,Windows 10,1.8,636.0,No,0,128,0,0
Gaming,14.0,1920x1080,Intel i7,16,Windows 10,1.95,2899.0,No,0,512,0,0
Notebook,15.6,1920x1080,Intel Pentium,8,Windows 10,2,581.9,No,0,128,0,0
Gaming,17.3,1920x1080,Intel i7,32,Windows 10,4.42,3588.8,No,1000,1000,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,4.3,2350.0,No,1000,256,0,0
Ultrabook,14.0,1920x1080,Intel i7,16,Windows 10,1.47,1764.0,No,0,512,0,0
Notebook,15.6,1366x768,Intel Celeron,8,No OS,2.2,329.0,No,1000,0,0,0
Ultrabook,14.0,1920x1080,Intel i7,16,Windows 10,1.7,2299.0,No,0,512,0,0
Gaming,14.0,1920x1080,Intel i7,16,Windows 10,1.6,1891.0,No,1000,256,0,0
Gaming,15.6,1920x1080,Intel i5,8,Windows 10,2.2,1089.0,No,1000,128,0,0
Gaming,15.6,1920x1080,Intel i7,4,Windows 10,2.4,999.0,No,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,4.2,2299.0,No,1000,256,0,0
Gaming,15.6,1920x1080,Intel i5,8,Windows 10,2.62,985.0,No,0,256,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.24,1339.0,No,1000,128,0,0
Notebook,14.0,1920x1080,Intel Celeron,4,Windows 10,1.22,202.9,No,0,0,0,32
2 in 1 Convertible,13.3,1920x1080,Intel i7,8,Windows 10,1.37,1970.0,Yes,0,512,0,0
2 in 1 Convertible,15.6,1920x1080,Intel i5,8,Windows 10,2.08,959.0,Yes,0,256,0,0
Ultrabook,12.0,2304x1440,Intel M ,8,Mac OS X,0.92,1165.0,No,0,0,0,512
2 in 1 Convertible,14.0,2560x1440,Intel i5,8,Windows 10,1.42,2330.0,Yes,0,256,0,0
Notebook,14.0,1366x768,Intel Celeron,4,Windows 10,1.63,299.0,No,0,0,0,32
Notebook,15.6,1366x768,Intel i5,8,Windows 10,1.95,810.0,No,0,128,0,0
2 in 1 Convertible,13.9,1920x1080,Intel i7,8,Windows 10,1.38,1349.0,Yes,0,256,0,0
Notebook,15.6,1920x1080,Intel i3,8,Windows 10,2,739.0,No,0,256,0,0
Workstation,15.6,1920x1080,Intel i7,8,Windows 10,3.14,2064.9,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.37,1099.0,No,0,256,0,0
Ultrabook,13.3,1920x1080,Intel i5,8,Windows 10,1.29,1499.0,No,0,256,0,0
Notebook,15.6,3840x2160,Intel i5,8,Windows 10,2.06,1749.0,Yes,0,256,0,0
Netbook,11.6,1366x768,Intel Pentium,4,Windows 10,1.63,744.0,No,0,128,0,0
Netbook,12.5,1366x768,Intel i5,8,Windows 10,1.26,1389.0,No,0,256,0,0
Notebook,15.6,1366x768,Intel i5,4,Windows 10,2.1,780.0,No,500,0,0,0
Notebook,15.6,1366x768,AMD A12,8,Windows 10,2.04,629.0,No,2000,0,0,0
Gaming,15.6,3840x2160,Intel i7,16,Windows 10,2.62,1679.0,No,0,512,0,0
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.4,609.0,No,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,12,Windows 10,3.74,1749.0,No,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,2.9,2415.0,No,1000,512,0,0
Ultrabook,13.3,1920x1080,Intel i5,8,Windows 10,0.81,1499.0,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,1.98,961.0,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.18,789.81,No,0,256,0,0
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 10,1.32,1859.0,No,0,256,0,0
Ultrabook,12.5,3840x2160,Intel i7,16,Windows 10,1.29,1799.0,Yes,0,512,0,0
Netbook,11.6,1366x768,Intel Celeron,4,Chrome OS,1.23,385.0,No,0,0,0,16
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,4.36,2505.02,No,1000,128,0,0
Notebook,14.0,1366x768,Intel i5,4,Windows 10,1.76,755.0,No,500,0,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.1,489.9,No,500,0,0,0
Ultrabook,14.0,1366x768,Intel i5,4,Windows 10,1.25,1090.0,No,0,128,0,0
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 10,1.13,2499.0,No,0,512,0,0
Gaming,15.6,1920x1080,Intel i5,8,Windows 10,2.4,1199.0,No,0,256,0,0
Ultrabook,14.0,1920x1080,Intel i5,8,Windows 10,1.13,1875.0,No,0,0,0,256
Notebook,14.0,1366x768,Intel Pentium,4,Windows 10,1.75,499.0,No,0,128,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i5,8,Windows 10,1.1,1358.0,Yes,0,256,0,0
Notebook,14.0,1366x768,Intel i3,4,Windows 10,1.76,585.0,No,500,0,0,0
Netbook,11.6,1366x768,Intel Celeron,4,Chrome OS,1.35,355.0,No,0,0,0,32
Notebook,14.0,1920x1080,Intel i3,8,Windows 10,1.5,619.0,No,0,128,0,0
Gaming,17.3,3840x2160,Intel i7,32,Windows 10,3.49,5499.0,Yes,0,512,0,0
Ultrabook,14.0,2560x1440,Intel i7,16,Windows 10,1.1,2099.0,No,0,512,0,0
Notebook,15.6,1920x1080,Intel i5,4,Linux,2.1,519.0,No,1000,0,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.7,1186.0,No,0,256,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.32,1650.0,No,0,256,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,3.21,2774.63,No,1000,256,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,2.9,2419.0,No,1000,256,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.0,669.0,No,500,0,0,0
Notebook,14.0,1366x768,Intel Celeron,4,Chrome OS,1.5,325.0,No,0,0,0,16
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.3,590.0,No,128,0,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,2.73,1799.0,No,1000,512,0,0
Gaming,17.3,1920x1080,Intel i7,32,Windows 10,4.42,3072.89,No,1000,512,0,0
Notebook,17.3,1600x900,Intel i5,8,Windows 10,2.63,910.0,No,1000,0,0,0
Notebook,15.6,1366x768,Intel i5,8,Windows 10,2.18,713.99,No,0,128,0,0
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 7,1.54,1870.0,No,0,512,0,0
Notebook,15.6,1920x1080,Intel i7,4,Windows 10,2.18,739.0,No,0,256,0,0
2 in 1 Convertible,11.6,1366x768,Intel Celeron,4,Chrome OS,1.4,615.0,Yes,0,0,0,32
Ultrabook,13.3,1920x1080,Intel i5,8,Windows 10,1.45,1026.0,No,0,512,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i5,8,Windows 10,1.28,2277.0,Yes,0,256,0,0
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 10,1.54,1468.0,No,0,512,0,0
Notebook,15.6,1366x768,Intel Celeron,4,No OS,1.86,299.0,No,0,128,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.1,1899.0,No,1000,128,0,0
Notebook,17.3,1920x1080,Intel i7,8,Linux,2.83,865.0,No,1000,0,0,0
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 10,1.96,1903.0,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.3,787.0,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.9,945.0,No,0,128,0,0
Notebook,15.6,1366x768,Intel Pentium,4,Windows 10,2,449.0,No,1000,0,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i7,8,Windows 10,1.28,2559.0,Yes,0,256,0,0
